category,product,fiscal_year,quantity,value,metric_type
Dyes and Pigments,Napthols,201516,1489,3463,chemical_export
Dyes and Pigments,Napthols,201617,2076,4753,chemical_export
Dyes and Pigments,Napthols,201718,2329,5725,chemical_export
Dyes and Pigments,Napthols,201819,3276,8341,chemical_export
Dyes and Pigments,Napthols,201920,4169,11467,chemical_export
Dyes and Pigments,Napthols,202021,4982,10894,chemical_export
Dyes and Pigments,Napthols,202122,3053,8471,chemical_export
Dyes and Pigments,Napthols,202223,2504,6751,chemical_export
Dyes and Pigments,Napthols,202324,4227,9006,chemical_export
Dyes and Pigments,Napthols,202425,4424,8964,chemical_export
Dyes and Pigments,Oil Soluble (Solvent Dyes),201516,6123,31703,chemical_export
Dyes and Pigments,Oil Soluble (Solvent Dyes),201617,8702,39439,chemical_export
Dyes and Pigments,Oil Soluble (Solvent Dyes),201718,8995,42906,chemical_export
Dyes and Pigments,Oil Soluble (Solvent Dyes),201819,10195,66808,chemical_export
Dyes and Pigments,Oil Soluble (Solvent Dyes),201920,11091,76571,chemical_export
Dyes and Pigments,Oil Soluble (Solvent Dyes),202021,9106,65358,chemical_export
Dyes and Pigments,Oil Soluble (Solvent Dyes),202122,10656,92079,chemical_export
Dyes and Pigments,Oil Soluble (Solvent Dyes),202223,9026,82819,chemical_export
Dyes and Pigments,Oil Soluble (Solvent Dyes),202324,8478,69773,chemical_export
Dyes and Pigments,Oil Soluble (Solvent Dyes),202425,10137,79995,chemical_export
Dyes and Pigments,Optical Whitening Agents,201516,25203,46519,chemical_export
Dyes and Pigments,Optical Whitening Agents,201617,26957,46240,chemical_export
Dyes and Pigments,Optical Whitening Agents,201718,30124,48069,chemical_export
Dyes and Pigments,Optical Whitening Agents,201819,30259,66858,chemical_export
Dyes and Pigments,Optical Whitening Agents,201920,26084,82724,chemical_export
Dyes and Pigments,Optical Whitening Agents,202021,21458,44381,chemical_export
Dyes and Pigments,Optical Whitening Agents,202122,23448,63463,chemical_export
Dyes and Pigments,Optical Whitening Agents,202223,16691,52147,chemical_export
Dyes and Pigments,Optical Whitening Agents,202324,16674,45046,chemical_export
Dyes and Pigments,Optical Whitening Agents,202425,16778,46704,chemical_export
Dyes and Pigments,Organic Pigment,201516,75,531,chemical_export
Dyes and Pigments,Organic Pigment,201617,71,293,chemical_export
Dyes and Pigments,Organic Pigment,201718,62,185,chemical_export
Dyes and Pigments,Organic Pigment,201819,15,98,chemical_export
Dyes and Pigments,Organic Pigment,201920,50,333,chemical_export
Dyes and Pigments,Organic Pigment,202021,67,229,chemical_export
Dyes and Pigments,Organic Pigment,202122,29,84,chemical_export
Dyes and Pigments,Organic Pigment,202223,16,63,chemical_export
Dyes and Pigments,Organic Pigment,202324,106,280,chemical_export
Dyes and Pigments,Organic Pigment,202425,51,87,chemical_export
Dyes and Pigments,Other Dyes,201516,10159,22693,chemical_export
Dyes and Pigments,Other Dyes,201617,12711,24977,chemical_export
Dyes and Pigments,Other Dyes,201718,13735,26227,chemical_export
Dyes and Pigments,Other Dyes,201819,13621,31196,chemical_export
Dyes and Pigments,Other Dyes,201920,15218,34504,chemical_export
Dyes and Pigments,Other Dyes,202021,17473,34086,chemical_export
Dyes and Pigments,Other Dyes,202122,17930,38503,chemical_export
Dyes and Pigments,Other Dyes,202223,16581,38193,chemical_export
Dyes and Pigments,Other Dyes,202324,17060,35585,chemical_export
Dyes and Pigments,Other Dyes,202425,17990,36853,chemical_export
Dyes and Pigments,Pigment Emulsion,201516,81536,374190,chemical_export
Dyes and Pigments,Pigment Emulsion,201617,88980,392700,chemical_export
Dyes and Pigments,Pigment Emulsion,201718,102051,441253,chemical_export
Dyes and Pigments,Pigment Emulsion,201819,110526,494598,chemical_export
Dyes and Pigments,Pigment Emulsion,201920,110669,534039,chemical_export
Dyes and Pigments,Pigment Emulsion,202021,116980,581196,chemical_export
Dyes and Pigments,Pigment Emulsion,202122,130371,757608,chemical_export
Dyes and Pigments,Pigment Emulsion,202223,97190,625872,chemical_export
Dyes and Pigments,Pigment Emulsion,202324,101653,583062,chemical_export
Dyes and Pigments,Pigment Emulsion,202425,123043,727667,chemical_export
Dyes and Pigments,Reactive Dyes,201516,113224,344963,chemical_export
Dyes and Pigments,Reactive Dyes,201617,128417,379350,chemical_export
Dyes and Pigments,Reactive Dyes,201718,147417,413080,chemical_export
Dyes and Pigments,Reactive Dyes,201819,158530,511426,chemical_export
Dyes and Pigments,Reactive Dyes,201920,169648,502283,chemical_export
Dyes and Pigments,Reactive Dyes,202021,152579,426490,chemical_export
Dyes and Pigments,Reactive Dyes,202122,180640,591072,chemical_export
Dyes and Pigments,Reactive Dyes,202223,134714,483493,chemical_export
Dyes and Pigments,Reactive Dyes,202324,144270,463371,chemical_export
Dyes and Pigments,Reactive Dyes,202425,159182,515569,chemical_export
Dyes and Pigments,Solubilised Vat Dyes,201516,36,354,chemical_export
Dyes and Pigments,Solubilised Vat Dyes,201617,31,265,chemical_export
Dyes and Pigments,Solubilised Vat Dyes,201718,46,529,chemical_export
Dyes and Pigments,Solubilised Vat Dyes,201819,63,789,chemical_export
Dyes and Pigments,Solubilised Vat Dyes,201920,71,1185,chemical_export
Dyes and Pigments,Solubilised Vat Dyes,202021,83,759,chemical_export
Dyes and Pigments,Solubilised Vat Dyes,202122,74,1043,chemical_export
Dyes and Pigments,Solubilised Vat Dyes,202223,62,1044,chemical_export
Dyes and Pigments,Solubilised Vat Dyes,202324,54,863,chemical_export
Dyes and Pigments,Solubilised Vat Dyes,202425,56,912,chemical_export
Dyes and Pigments,Sulphur Dyes (Sulphur Black),201516,1472,1945,chemical_export
Dyes and Pigments,Sulphur Dyes (Sulphur Black),201617,2023,2682,chemical_export
Dyes and Pigments,Sulphur Dyes (Sulphur Black),201718,5467,5794,chemical_export
Dyes and Pigments,Sulphur Dyes (Sulphur Black),201819,5720,7303,chemical_export
Dyes and Pigments,Sulphur Dyes (Sulphur Black),201920,4510,5233,chemical_export
Dyes and Pigments,Sulphur Dyes (Sulphur Black),202021,3701,4115,chemical_export
Dyes and Pigments,Sulphur Dyes (Sulphur Black),202122,5565,7958,chemical_export
Dyes and Pigments,Sulphur Dyes (Sulphur Black),202223,3314,4905,chemical_export
Dyes and Pigments,Sulphur Dyes (Sulphur Black),202324,2867,3697,chemical_export
Dyes and Pigments,Sulphur Dyes (Sulphur Black),202425,3877,4522,chemical_export
Dyes and Pigments,Vat Dyes,201516,1364,20523,chemical_export
Dyes and Pigments,Vat Dyes,201617,1404,22737,chemical_export
Dyes and Pigments,Vat Dyes,201718,1707,26607,chemical_export
Dyes and Pigments,Vat Dyes,201819,4475,46284,chemical_export
Dyes and Pigments,Vat Dyes,201920,4524,64023,chemical_export
Dyes and Pigments,Vat Dyes,202021,3643,63587,chemical_export
Dyes and Pigments,Vat Dyes,202122,6936,81370,chemical_export
Dyes and Pigments,Vat Dyes,202223,3197,56620,chemical_export
Dyes and Pigments,Vat Dyes,202324,2355,43792,chemical_export
Dyes and Pigments,Vat Dyes,202425,2878,50808,chemical_export
Inorganic Chemicals,Aluminium Fluoride,201516,1796,1240,chemical_export
Inorganic Chemicals,Aluminium Fluoride,201617,321,265,chemical_export
Inorganic Chemicals,Aluminium Fluoride,201718,206,204,chemical_export
Inorganic Chemicals,Aluminium Fluoride,201819,442,363,chemical_export
Inorganic Chemicals,Aluminium Fluoride,201920,1362,1210,chemical_export
Inorganic Chemicals,Aluminium Fluoride,202021,2046,1872,chemical_export
Inorganic Chemicals,Aluminium Fluoride,202122,984,247,chemical_export
Inorganic Chemicals,Aluminium Fluoride,202223,391,502,chemical_export
Inorganic Chemicals,Aluminium Fluoride,202324,2115,509,chemical_export
Inorganic Chemicals,Aluminium Fluoride,202425,959,441,chemical_export
Inorganic Chemicals,Calcium Carbide,201516,371,206,chemical_export
Inorganic Chemicals,Calcium Carbide,201617,493,284,chemical_export
Inorganic Chemicals,Calcium Carbide,201718,464,258,chemical_export
Inorganic Chemicals,Calcium Carbide,201819,325,204,chemical_export
Inorganic Chemicals,Calcium Carbide,201920,371,244,chemical_export
Inorganic Chemicals,Calcium Carbide,202021,129,112,chemical_export
Inorganic Chemicals,Calcium Carbide,202122,787,974,chemical_export
Inorganic Chemicals,Calcium Carbide,202223,735,842,chemical_export
Inorganic Chemicals,Calcium Carbide,202324,450,406,chemical_export
Inorganic Chemicals,Calcium Carbide,202425,430,344,chemical_export
Inorganic Chemicals,Calcium Carbonate,201516,33808,9831,chemical_export
Inorganic Chemicals,Calcium Carbonate,201617,33918,9901,chemical_export
Inorganic Chemicals,Calcium Carbonate,201718,36967,10041,chemical_export
Inorganic Chemicals,Calcium Carbonate,201819,41264,11663,chemical_export
Inorganic Chemicals,Calcium Carbonate,201920,39414,13269,chemical_export
Inorganic Chemicals,Calcium Carbonate,202021,41300,14740,chemical_export
Inorganic Chemicals,Calcium Carbonate,202122,52876,19176,chemical_export
Inorganic Chemicals,Calcium Carbonate,202223,48237,18829,chemical_export
Inorganic Chemicals,Calcium Carbonate,202324,48030,20560,chemical_export
Inorganic Chemicals,Calcium Carbonate,202425,55982,24460,chemical_export
Inorganic Chemicals,Carbon Black,201516,114668,55019,chemical_export
Inorganic Chemicals,Carbon Black,201617,332172,87414,chemical_export
Inorganic Chemicals,Carbon Black,201718,122287,72959,chemical_export
Inorganic Chemicals,Carbon Black,201819,122832,103643,chemical_export
Inorganic Chemicals,Carbon Black,201920,144017,103457,chemical_export
Inorganic Chemicals,Carbon Black,202021,138724,85640,chemical_export
Inorganic Chemicals,Carbon Black,202122,203936,218180,chemical_export
Inorganic Chemicals,Carbon Black,202223,224439,273212,chemical_export
Inorganic Chemicals,Carbon Black,202324,319171,342226,chemical_export
Inorganic Chemicals,Carbon Black,202425,400034,424980,chemical_export
Inorganic Chemicals,Hydrogen Peroxide,201516,351,222,chemical_export
Inorganic Chemicals,Hydrogen Peroxide,201617,270,284,chemical_export
Inorganic Chemicals,Hydrogen Peroxide,201718,116,214,chemical_export
Inorganic Chemicals,Hydrogen Peroxide,201819,263,225,chemical_export
Inorganic Chemicals,Hydrogen Peroxide,201920,808,482,chemical_export
Inorganic Chemicals,Hydrogen Peroxide,202021,3077,1053,chemical_export
Inorganic Chemicals,Hydrogen Peroxide,202122,5683,1996,chemical_export
Inorganic Chemicals,Hydrogen Peroxide,202223,55007,28081,chemical_export
Inorganic Chemicals,Hydrogen Peroxide,202324,38677,14954,chemical_export
Inorganic Chemicals,Hydrogen Peroxide,202425,31899,10900,chemical_export
Inorganic Chemicals,Potassium Chlorate,201516,758,576,chemical_export
Inorganic Chemicals,Potassium Chlorate,201617,1658,1145,chemical_export
Inorganic Chemicals,Potassium Chlorate,201718,1941,1245,chemical_export
Inorganic Chemicals,Potassium Chlorate,201819,3024,2124,chemical_export
Inorganic Chemicals,Potassium Chlorate,201920,3178,2190,chemical_export
Inorganic Chemicals,Potassium Chlorate,202021,2595,1803,chemical_export
Inorganic Chemicals,Potassium Chlorate,202122,1981,1564,chemical_export
Inorganic Chemicals,Potassium Chlorate,202223,2687,3034,chemical_export
Inorganic Chemicals,Potassium Chlorate,202324,3170,3543,chemical_export
Inorganic Chemicals,Potassium Chlorate,202425,3194,3263,chemical_export
Inorganic Chemicals,Red Phosphorus,201516,482,1777,chemical_export
Inorganic Chemicals,Red Phosphorus,201617,454,1757,chemical_export
Inorganic Chemicals,Red Phosphorus,201718,455,1716,chemical_export
Inorganic Chemicals,Red Phosphorus,201819,595,2242,chemical_export
Inorganic Chemicals,Red Phosphorus,201920,650,2567,chemical_export
Inorganic Chemicals,Red Phosphorus,202021,582,2460,chemical_export
Inorganic Chemicals,Red Phosphorus,202122,626,3628,chemical_export
Inorganic Chemicals,Red Phosphorus,202223,672,5524,chemical_export
Inorganic Chemicals,Red Phosphorus,202324,528,3229,chemical_export
Inorganic Chemicals,Red Phosphorus,202425,670,3822,chemical_export
Inorganic Chemicals,Sodium Chlorate,201516,13,13,chemical_export
Inorganic Chemicals,Sodium Chlorate,201617,118,56,chemical_export
Inorganic Chemicals,Sodium Chlorate,201718,1075,256,chemical_export
Inorganic Chemicals,Sodium Chlorate,201819,810,41,chemical_export
Inorganic Chemicals,Sodium Chlorate,201920,0,6,chemical_export
Inorganic Chemicals,Sodium Chlorate,202021,5,5,chemical_export
Inorganic Chemicals,Sodium Chlorate,202122,24,34,chemical_export
Inorganic Chemicals,Sodium Chlorate,202223,9,13,chemical_export
Inorganic Chemicals,Sodium Chlorate,202324,8,115,chemical_export
Inorganic Chemicals,Sodium Chlorate,202425,8,20,chemical_export
Inorganic Chemicals,Titanium Dioxide,201516,4436,5582,chemical_export
Inorganic Chemicals,Titanium Dioxide,201617,8183,10216,chemical_export
Inorganic Chemicals,Titanium Dioxide,201718,9560,15377,chemical_export
Inorganic Chemicals,Titanium Dioxide,201819,7345,12743,chemical_export
Inorganic Chemicals,Titanium Dioxide,201920,6235,10654,chemical_export
Inorganic Chemicals,Titanium Dioxide,202021,6483,11521,chemical_export
Inorganic Chemicals,Titanium Dioxide,202122,6051,15382,chemical_export
Inorganic Chemicals,Titanium Dioxide,202223,4932,12770,chemical_export
Inorganic Chemicals,Titanium Dioxide,202324,4829,10616,chemical_export
Inorganic Chemicals,Titanium Dioxide,202425,6236,14253,chemical_export
Organic Chemicals,Acetaldehyde,201516,2,4,chemical_export
Organic Chemicals,Acetaldehyde,201617,40,44,chemical_export
Organic Chemicals,Acetaldehyde,201718,3,6,chemical_export
Organic Chemicals,Acetaldehyde,201819,1148,912,chemical_export
Organic Chemicals,Acetaldehyde,201920,1139,893,chemical_export
Organic Chemicals,Acetaldehyde,202021,1027,692,chemical_export
Organic Chemicals,Acetaldehyde,202122,993,812,chemical_export
Organic Chemicals,Acetaldehyde,202223,151,175,chemical_export
Organic Chemicals,Acetaldehyde,202324,307,314,chemical_export
Organic Chemicals,Acetaldehyde,202425,2011,1910,chemical_export
Organic Chemicals,Acetic Acid,201516,8378,5181,chemical_export
Organic Chemicals,Acetic Acid,201617,12914,6277,chemical_export
Organic Chemicals,Acetic Acid,201718,12220,5401,chemical_export
Organic Chemicals,Acetic Acid,201819,17821,10476,chemical_export
Organic Chemicals,Acetic Acid,201920,12746,6265,chemical_export
Organic Chemicals,Acetic Acid,202021,10697,6270,chemical_export
Organic Chemicals,Acetic Acid,202122,22227,20425,chemical_export
Organic Chemicals,Acetic Acid,202223,45005,28819,chemical_export
Organic Chemicals,Acetic Acid,202324,17695,10488,chemical_export
Organic Chemicals,Acetic Acid,202425,23992,13083,chemical_export
Organic Chemicals,Acetic Anhydride,201516,18605,9941,chemical_export
Organic Chemicals,Acetic Anhydride,201617,20443,10277,chemical_export
Organic Chemicals,Acetic Anhydride,201718,19644,13743,chemical_export
Organic Chemicals,Acetic Anhydride,201819,18444,13582,chemical_export
Organic Chemicals,Acetic Anhydride,201920,20529,12815,chemical_export
Organic Chemicals,Acetic Anhydride,202021,23960,15302,chemical_export
Organic Chemicals,Acetic Anhydride,202122,20700,24118,chemical_export
Organic Chemicals,Acetic Anhydride,202223,35370,35898,chemical_export
Organic Chemicals,Acetic Anhydride,202324,42937,33324,chemical_export
Organic Chemicals,Acetic Anhydride,202425,37070,27161,chemical_export
Organic Chemicals,Acetone,201516,10778,6392,chemical_export
Organic Chemicals,Acetone,201617,3225,2201,chemical_export
Organic Chemicals,Acetone,201718,5054,3173,chemical_export
Organic Chemicals,Acetone,201819,10901,5904,chemical_export
Organic Chemicals,Acetone,201920,11004,5646,chemical_export
Organic Chemicals,Acetone,202021,28161,19355,chemical_export
Organic Chemicals,Acetone,202122,21604,15500,chemical_export
Organic Chemicals,Acetone,202223,13086,11180,chemical_export
Organic Chemicals,Acetone,202324,23704,20892,chemical_export
Organic Chemicals,Acetone,202425,12837,12955,chemical_export
Organic Chemicals,Aniline,201516,129,134,chemical_export
Organic Chemicals,Aniline,201617,168,207,chemical_export
Organic Chemicals,Aniline,201718,162,614,chemical_export
Organic Chemicals,Aniline,201819,137,341,chemical_export
Organic Chemicals,Aniline,201920,68,148,chemical_export
Organic Chemicals,Aniline,202021,68,89,chemical_export
Organic Chemicals,Aniline,202122,74,179,chemical_export
Organic Chemicals,Aniline,202223,56,265,chemical_export
Organic Chemicals,Aniline,202324,27,93,chemical_export
Organic Chemicals,Aniline,202425,62,243,chemical_export
Organic Chemicals,Chloro Methanes,201516,38,41,chemical_export
Organic Chemicals,Chloro Methanes,201617,89,121,chemical_export
Organic Chemicals,Chloro Methanes,201718,101,283,chemical_export
Organic Chemicals,Chloro Methanes,201819,75,149,chemical_export
Organic Chemicals,Chloro Methanes,201920,49,107,chemical_export
Organic Chemicals,Chloro Methanes,202021,68,156,chemical_export
Organic Chemicals,Chloro Methanes,202122,122,250,chemical_export
Organic Chemicals,Chloro Methanes,202223,66,170,chemical_export
Organic Chemicals,Chloro Methanes,202324,57,125,chemical_export
Organic Chemicals,Chloro Methanes,202425,65,219,chemical_export
Organic Chemicals,Citric Acid,201516,1487,1144,chemical_export
Organic Chemicals,Citric Acid,201617,1670,1244,chemical_export
Organic Chemicals,Citric Acid,201718,2393,1931,chemical_export
Organic Chemicals,Citric Acid,201819,2323,2010,chemical_export
Organic Chemicals,Citric Acid,201920,2411,1942,chemical_export
Organic Chemicals,Citric Acid,202021,2296,2018,chemical_export
Organic Chemicals,Citric Acid,202122,5572,11418,chemical_export
Organic Chemicals,Citric Acid,202223,3145,5718,chemical_export
Organic Chemicals,Citric Acid,202324,6734,8674,chemical_export
Organic Chemicals,Citric Acid,202425,6645,8482,chemical_export
Organic Chemicals,Ethanolamines,201516,1129,7119,chemical_export
Organic Chemicals,Ethanolamines,201617,1692,4996,chemical_export
Organic Chemicals,Ethanolamines,201718,4801,14201,chemical_export
Organic Chemicals,Ethanolamines,201819,3143,13553,chemical_export
Organic Chemicals,Ethanolamines,201920,1686,10522,chemical_export
Organic Chemicals,Ethanolamines,202021,2760,11850,chemical_export
Organic Chemicals,Ethanolamines,202122,3081,10668,chemical_export
Organic Chemicals,Ethanolamines,202223,3175,14880,chemical_export
Organic Chemicals,Ethanolamines,202324,3149,15076,chemical_export
Organic Chemicals,Ethanolamines,202425,2908,20378,chemical_export
Organic Chemicals,Ethyl Acetate,201516,104814,54269,chemical_export
Organic Chemicals,Ethyl Acetate,201617,93699,48020,chemical_export
Organic Chemicals,Ethyl Acetate,201718,105551,62174,chemical_export
Organic Chemicals,Ethyl Acetate,201819,118682,82170,chemical_export
Organic Chemicals,Ethyl Acetate,201920,108384,63095,chemical_export
Organic Chemicals,Ethyl Acetate,202021,108725,69937,chemical_export
Organic Chemicals,Ethyl Acetate,202122,118930,133346,chemical_export
Organic Chemicals,Ethyl Acetate,202223,93079,86539,chemical_export
Organic Chemicals,Ethyl Acetate,202324,74653,63032,chemical_export
Organic Chemicals,Ethyl Acetate,202425,104936,78631,chemical_export
Organic Chemicals,Formaldehyde,201516,8480,1383,chemical_export
Organic Chemicals,Formaldehyde,201617,8406,1548,chemical_export
Organic Chemicals,Formaldehyde,201718,10616,2098,chemical_export
Organic Chemicals,Formaldehyde,201819,12484,2495,chemical_export
Organic Chemicals,Formaldehyde,201920,14153,2484,chemical_export
Organic Chemicals,Formaldehyde,202021,15241,2734,chemical_export
Organic Chemicals,Formaldehyde,202122,16486,4115,chemical_export
Organic Chemicals,Formaldehyde,202223,16214,4732,chemical_export
Organic Chemicals,Formaldehyde,202324,26463,5156,chemical_export
Organic Chemicals,Formaldehyde,202425,30244,5777,chemical_export
Organic Chemicals,Isobutylbenzene,201516,12572,14186,chemical_export
Organic Chemicals,Isobutylbenzene,201617,13430,14854,chemical_export
Organic Chemicals,Isobutylbenzene,201718,12341,14384,chemical_export
Organic Chemicals,Isobutylbenzene,201819,11740,16320,chemical_export
Organic Chemicals,Isobutylbenzene,201920,9705,14150,chemical_export
Organic Chemicals,Isobutylbenzene,202021,16156,20894,chemical_export
Organic Chemicals,Isobutylbenzene,202122,8541,13709,chemical_export
Organic Chemicals,Isobutylbenzene,202223,14280,28274,chemical_export
Organic Chemicals,Isobutylbenzene,202324,10772,21596,chemical_export
Organic Chemicals,Isobutylbenzene,202425,9325,16725,chemical_export
Organic Chemicals,Maleic Anhydride,201516,80,67,chemical_export
Organic Chemicals,Maleic Anhydride,201617,232,164,chemical_export
Organic Chemicals,Maleic Anhydride,201718,233,227,chemical_export
Organic Chemicals,Maleic Anhydride,201819,87,105,chemical_export
Organic Chemicals,Maleic Anhydride,201920,167,193,chemical_export
Organic Chemicals,Maleic Anhydride,202021,50,62,chemical_export
Organic Chemicals,Maleic Anhydride,202122,114,204,chemical_export
Organic Chemicals,Maleic Anhydride,202223,133,209,chemical_export
Organic Chemicals,Maleic Anhydride,202324,345,429,chemical_export
Organic Chemicals,Maleic Anhydride,202425,542,517,chemical_export
Organic Chemicals,Mek,201516,184,795,chemical_export
