category,product,fiscal_year,quantity,value,metric_type
Fibre Intermediates,Acrylonitrile,202425,210456,228330,petrochemical_import
Fibre Intermediates,Caprolactum,201516,44577,45299,petrochemical_import
Fibre Intermediates,Caprolactum,201617,52906,50601,petrochemical_import
Fibre Intermediates,Caprolactum,201718,58413,75965,petrochemical_import
Fibre Intermediates,Caprolactum,201819,66497,99336,petrochemical_import
Fibre Intermediates,Caprolactum,201920,68049,75256,petrochemical_import
Fibre Intermediates,Caprolactum,202021,57649,55553,petrochemical_import
Fibre Intermediates,Caprolactum,202122,60061,94382,petrochemical_import
Fibre Intermediates,Caprolactum,202223,22757,36652,petrochemical_import
Fibre Intermediates,Caprolactum,202324,20987,29435,petrochemical_import
Fibre Intermediates,Caprolactum,202425,61700,86705,petrochemical_import
Fibre Intermediates,Dimethyl Terephthalate,201516,2216,1400,petrochemical_import
Fibre Intermediates,Dimethyl Terephthalate,201617,1761,1051,petrochemical_import
Fibre Intermediates,Dimethyl Terephthalate,201718,2256,1520,petrochemical_import
Fibre Intermediates,Dimethyl Terephthalate,201819,1455,1137,petrochemical_import
Fibre Intermediates,Dimethyl Terephthalate,201920,1807,1199,petrochemical_import
Fibre Intermediates,Dimethyl Terephthalate,202021,1766,982,petrochemical_import
Fibre Intermediates,Dimethyl Terephthalate,202122,1973,1567,petrochemical_import
Fibre Intermediates,Dimethyl Terephthalate,202223,1934,2217,petrochemical_import
Fibre Intermediates,Dimethyl Terephthalate,202324,1510,1953,petrochemical_import
Fibre Intermediates,Dimethyl Terephthalate,202425,2191,2930,petrochemical_import
Fibre Intermediates,Mono Ehylene Glycol,201516,1111582,539689,petrochemical_import
Fibre Intermediates,Mono Ehylene Glycol,201617,1235385,604838,petrochemical_import
Fibre Intermediates,Mono Ehylene Glycol,201718,1066477,584695,petrochemical_import
Fibre Intermediates,Mono Ehylene Glycol,201819,634714,371592,petrochemical_import
Fibre Intermediates,Mono Ehylene Glycol,201920,787574,312149,petrochemical_import
Fibre Intermediates,Mono Ehylene Glycol,202021,621221,226286,petrochemical_import
Fibre Intermediates,Mono Ehylene Glycol,202122,917787,471777,petrochemical_import
Fibre Intermediates,Mono Ehylene Glycol,202223,1500812,666600,petrochemical_import
Fibre Intermediates,Mono Ehylene Glycol,202324,1102661,462698,petrochemical_import
Fibre Intermediates,Mono Ehylene Glycol,202425,1119022,523908,petrochemical_import
Fibre Intermediates,Purified Terephthalic Acid,201516,696842,318046,petrochemical_import
Fibre Intermediates,Purified Terephthalic Acid,201617,412468,178454,petrochemical_import
Fibre Intermediates,Purified Terephthalic Acid,201718,521501,237444,petrochemical_import
Fibre Intermediates,Purified Terephthalic Acid,201819,569756,340774,petrochemical_import
Fibre Intermediates,Purified Terephthalic Acid,201920,886358,470167,petrochemical_import
Fibre Intermediates,Purified Terephthalic Acid,202021,625460,245629,petrochemical_import
Fibre Intermediates,Purified Terephthalic Acid,202122,1471142,847400,petrochemical_import
Fibre Intermediates,Purified Terephthalic Acid,202223,1596467,1168377,petrochemical_import
Fibre Intermediates,Purified Terephthalic Acid,202324,1623242,1094477,petrochemical_import
Fibre Intermediates,Purified Terephthalic Acid,202425,2093444,1350100,petrochemical_import
Olefins,Butadiene,201516,994,706,petrochemical_import
Olefins,Butadiene,201617,2105,1657,petrochemical_import
Olefins,Butadiene,201718,2859,3104,petrochemical_import
Olefins,Butadiene,201819,1048,1363,petrochemical_import
Olefins,Butadiene,201920,14,82,petrochemical_import
Olefins,Butadiene,202021,29,108,petrochemical_import
Olefins,Butadiene,202122,24,138,petrochemical_import
Olefins,Butadiene,202223,8803,9232,petrochemical_import
Olefins,Butadiene,202324,17,40,petrochemical_import
Olefins,Butadiene,202425,22,66,petrochemical_import
Olefins,Ethylene,201516,21050,14753,petrochemical_import
Olefins,Ethylene,201617,80917,57116,petrochemical_import
Olefins,Ethylene,201718,39119,32795,petrochemical_import
Olefins,Ethylene,201819,60583,50604,petrochemical_import
Olefins,Ethylene,201920,64816,43283,petrochemical_import
Olefins,Ethylene,202021,39902,28526,petrochemical_import
Olefins,Ethylene,202122,62387,49807,petrochemical_import
Olefins,Ethylene,202223,76690,85887,petrochemical_import
Olefins,Ethylene,202324,61766,52224,petrochemical_import
Olefins,Ethylene,202425,63051,57045,petrochemical_import
Olefins,Propylene,201516,3354,4718,petrochemical_import
Olefins,Propylene,201617,431,1878,petrochemical_import
Olefins,Propylene,201718,8813,7384,petrochemical_import
Olefins,Propylene,201819,8069,5879,petrochemical_import
Olefins,Propylene,201920,11027,7646,petrochemical_import
Olefins,Propylene,202021,3944,5324,petrochemical_import
Olefins,Propylene,202122,29469,26248,petrochemical_import
Olefins,Propylene,202223,8738,7720,petrochemical_import
Olefins,Propylene,202324,6376,5082,petrochemical_import
Olefins,Propylene,202425,101,250,petrochemical_import
Other Petro-based Chemicals,2-ethyl Hexanol,201516,109095,66012,petrochemical_import
Other Petro-based Chemicals,2-ethyl Hexanol,201617,66867,37312,petrochemical_import
Other Petro-based Chemicals,2-ethyl Hexanol,201718,58129,39652,petrochemical_import
Other Petro-based Chemicals,2-ethyl Hexanol,201819,54107,44522,petrochemical_import
Other Petro-based Chemicals,2-ethyl Hexanol,201920,81656,56216,petrochemical_import
Other Petro-based Chemicals,2-ethyl Hexanol,202021,56250,38505,petrochemical_import
Other Petro-based Chemicals,2-ethyl Hexanol,202122,13840,19050,petrochemical_import
Other Petro-based Chemicals,2-ethyl Hexanol,202223,54665,63018,petrochemical_import
Other Petro-based Chemicals,2-ethyl Hexanol,202324,32236,33549,petrochemical_import
Other Petro-based Chemicals,2-ethyl Hexanol,202425,85672,93988,petrochemical_import
Other Petro-based Chemicals,Butanol,201516,62512,31380,petrochemical_import
Other Petro-based Chemicals,Butanol,201617,57959,26234,petrochemical_import
Other Petro-based Chemicals,Butanol,201718,53679,30719,petrochemical_import
Other Petro-based Chemicals,Butanol,201819,48955,35342,petrochemical_import
Other Petro-based Chemicals,Butanol,201920,58865,33488,petrochemical_import
Other Petro-based Chemicals,Butanol,202021,43270,27054,petrochemical_import
Other Petro-based Chemicals,Butanol,202122,29060,35970,petrochemical_import
Other Petro-based Chemicals,Butanol,202223,39170,35136,petrochemical_import
Other Petro-based Chemicals,Butanol,202324,60184,46646,petrochemical_import
Other Petro-based Chemicals,Butanol,202425,69574,57319,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Butyrate,201516,2,12,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Butyrate,201617,3,18,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Butyrate,201718,3,10,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Butyrate,201819,0,0,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Butyrate,201920,12,18,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Butyrate,202021,19,14,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Butyrate,202122,57,106,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Butyrate,202223,4,254,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Butyrate,202324,10,20,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Butyrate,202425,0,3,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Sheet,201516,1295,775,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Sheet,201617,1066,564,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Sheet,201718,1346,921,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Sheet,201819,1516,1122,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Sheet,201920,1356,1013,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Sheet,202021,1311,1059,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Sheet,202122,1645,1632,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Sheet,202223,1572,1649,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Sheet,202324,1204,1661,petrochemical_import
Other Petro-based Chemicals,Cellulose Acetate Sheet,202425,1856,1934,petrochemical_import
Other Petro-based Chemicals,Cellulose Nitrate Sheet,201516,88,260,petrochemical_import
Other Petro-based Chemicals,Cellulose Nitrate Sheet,201617,75,250,petrochemical_import
Other Petro-based Chemicals,Cellulose Nitrate Sheet,201718,99,327,petrochemical_import
Other Petro-based Chemicals,Cellulose Nitrate Sheet,201819,106,396,petrochemical_import
Other Petro-based Chemicals,Cellulose Nitrate Sheet,201920,75,270,petrochemical_import
Other Petro-based Chemicals,Cellulose Nitrate Sheet,202021,1243,538,petrochemical_import
Other Petro-based Chemicals,Cellulose Nitrate Sheet,202122,521,366,petrochemical_import
Other Petro-based Chemicals,Cellulose Nitrate Sheet,202223,134,276,petrochemical_import
Other Petro-based Chemicals,Cellulose Nitrate Sheet,202324,103,453,petrochemical_import
Other Petro-based Chemicals,Cellulose Nitrate Sheet,202425,103,274,petrochemical_import
Other Petro-based Chemicals,Epichlohydrine,201516,43383,37643,petrochemical_import
Other Petro-based Chemicals,Epichlohydrine,201617,48112,34563,petrochemical_import
Other Petro-based Chemicals,Epichlohydrine,201718,56024,51446,petrochemical_import
Other Petro-based Chemicals,Epichlohydrine,201819,65013,83311,petrochemical_import
Other Petro-based Chemicals,Epichlohydrine,201920,61163,72337,petrochemical_import
Other Petro-based Chemicals,Epichlohydrine,202021,55202,58174,petrochemical_import
Other Petro-based Chemicals,Epichlohydrine,202122,66405,118899,petrochemical_import
Other Petro-based Chemicals,Epichlohydrine,202223,71546,121208,petrochemical_import
Other Petro-based Chemicals,Epichlohydrine,202324,65402,65780,petrochemical_import
Other Petro-based Chemicals,Epichlohydrine,202425,58309,59406,petrochemical_import
Other Petro-based Chemicals,Ethyl Benzene,201516,150,146,petrochemical_import
Other Petro-based Chemicals,Ethyl Benzene,201617,308,267,petrochemical_import
Other Petro-based Chemicals,Ethyl Benzene,201718,351,320,petrochemical_import
Other Petro-based Chemicals,Ethyl Benzene,201819,719,806,petrochemical_import
Other Petro-based Chemicals,Ethyl Benzene,201920,463,471,petrochemical_import
Other Petro-based Chemicals,Ethyl Benzene,202021,500,490,petrochemical_import
Other Petro-based Chemicals,Ethyl Benzene,202122,947,1247,petrochemical_import
Other Petro-based Chemicals,Ethyl Benzene,202223,666,1050,petrochemical_import
Other Petro-based Chemicals,Ethyl Benzene,202324,867,1184,petrochemical_import
Other Petro-based Chemicals,Ethyl Benzene,202425,1052,1510,petrochemical_import
Other Petro-based Chemicals,Ethylene Dichloride,201516,600033,104976,petrochemical_import
Other Petro-based Chemicals,Ethylene Dichloride,201617,503987,86304,petrochemical_import
Other Petro-based Chemicals,Ethylene Dichloride,201718,713334,108450,petrochemical_import
Other Petro-based Chemicals,Ethylene Dichloride,201819,581677,141440,petrochemical_import
Other Petro-based Chemicals,Ethylene Dichloride,201920,780433,182591,petrochemical_import
Other Petro-based Chemicals,Ethylene Dichloride,202021,632881,150504,petrochemical_import
Other Petro-based Chemicals,Ethylene Dichloride,202122,625955,379706,petrochemical_import
Other Petro-based Chemicals,Ethylene Dichloride,202223,663234,262323,petrochemical_import
Other Petro-based Chemicals,Ethylene Dichloride,202324,577528,164090,petrochemical_import
Other Petro-based Chemicals,Ethylene Dichloride,202425,609141,167875,petrochemical_import
Other Petro-based Chemicals,ISO Butylene,201516,15853,10526,petrochemical_import
Other Petro-based Chemicals,ISO Butylene,201617,20051,14133,petrochemical_import
Other Petro-based Chemicals,ISO Butylene,201718,48702,36009,petrochemical_import
Other Petro-based Chemicals,ISO Butylene,201819,44558,40254,petrochemical_import
Other Petro-based Chemicals,ISO Butylene,201920,10787,7475,petrochemical_import
Other Petro-based Chemicals,ISO Butylene,202021,1806,1231,petrochemical_import
Other Petro-based Chemicals,ISO Butylene,202122,54,143,petrochemical_import
Other Petro-based Chemicals,ISO Butylene,202223,13,81,petrochemical_import
Other Petro-based Chemicals,ISO Butylene,202324,58,112,petrochemical_import
Other Petro-based Chemicals,ISO Butylene,202425,66,166,petrochemical_import
Other Petro-based Chemicals,Isopropanol,201516,87606,47646,petrochemical_import
Other Petro-based Chemicals,Isopropanol,201617,97262,55519,petrochemical_import
Other Petro-based Chemicals,Isopropanol,201718,110464,71816,petrochemical_import
Other Petro-based Chemicals,Isopropanol,201819,141113,98531,petrochemical_import
Other Petro-based Chemicals,Isopropanol,201920,154095,83539,petrochemical_import
Other Petro-based Chemicals,Isopropanol,202021,186792,164736,petrochemical_import
Other Petro-based Chemicals,Isopropanol,202122,135446,112481,petrochemical_import
Other Petro-based Chemicals,Isopropanol,202223,145915,122885,petrochemical_import
Other Petro-based Chemicals,Isopropanol,202324,108756,94551,petrochemical_import
Other Petro-based Chemicals,Isopropanol,202425,164105,151599,petrochemical_import
Other Petro-based Chemicals,Melamine Moulding Powder,201516,11872,13961,petrochemical_import
Other Petro-based Chemicals,Melamine Moulding Powder,201617,12997,15304,petrochemical_import
Other Petro-based Chemicals,Melamine Moulding Powder,201718,14699,16993,petrochemical_import
Other Petro-based Chemicals,Melamine Moulding Powder,201819,15280,20127,petrochemical_import
Other Petro-based Chemicals,Melamine Moulding Powder,201920,14945,18772,petrochemical_import
Other Petro-based Chemicals,Melamine Moulding Powder,202021,11992,15425,petrochemical_import
Other Petro-based Chemicals,Melamine Moulding Powder,202122,13559,23132,petrochemical_import
Other Petro-based Chemicals,Melamine Moulding Powder,202223,15827,28395,petrochemical_import
Other Petro-based Chemicals,Melamine Moulding Powder,202324,18512,28405,petrochemical_import
Other Petro-based Chemicals,Melamine Moulding Powder,202425,18554,27446,petrochemical_import
Other Petro-based Chemicals,Metaxylene,201516,3064,2755,petrochemical_import
Other Petro-based Chemicals,Metaxylene,201617,2667,2600,petrochemical_import
Other Petro-based Chemicals,Metaxylene,201718,2078,2064,petrochemical_import
Other Petro-based Chemicals,Metaxylene,201819,2943,3306,petrochemical_import
Other Petro-based Chemicals,Metaxylene,201920,1910,1991,petrochemical_import
Other Petro-based Chemicals,Metaxylene,202021,2711,2492,petrochemical_import
Other Petro-based Chemicals,Metaxylene,202122,4726,4208,petrochemical_import
Other Petro-based Chemicals,Metaxylene,202223,3033,4713,petrochemical_import
Other Petro-based Chemicals,Metaxylene,202324,4575,6107,petrochemical_import
Other Petro-based Chemicals,Metaxylene,202425,1826,2354,petrochemical_import
Other Petro-based Chemicals,Methyl Isobutyl Ketone,201516,27576,22104,petrochemical_import
Other Petro-based Chemicals,Methyl Isobutyl Ketone,201617,22487,17388,petrochemical_import
Other Petro-based Chemicals,Methyl Isobutyl Ketone,201718,34684,31270,petrochemical_import
Other Petro-based Chemicals,Methyl Isobutyl Ketone,201819,33932,29589,petrochemical_import
Other Petro-based Chemicals,Methyl Isobutyl Ketone,201920,29977,18245,petrochemical_import
Other Petro-based Chemicals,Methyl Isobutyl Ketone,202021,30744,31945,petrochemical_import
Other Petro-based Chemicals,Methyl Isobutyl Ketone,202122,37198,62842,petrochemical_import
Other Petro-based Chemicals,Methyl Isobutyl Ketone,202223,31195,36790,petrochemical_import
Other Petro-based Chemicals,Methyl Isobutyl Ketone,202324,45652,61990,petrochemical_import
Other Petro-based Chemicals,Methyl Isobutyl Ketone,202425,46969,61472,petrochemical_import
Other Petro-based Chemicals,OXO Alcohol,201516,1270,4347,petrochemical_import
Other Petro-based Chemicals,OXO Alcohol,201617,3186,6713,petrochemical_import
Other Petro-based Chemicals,OXO Alcohol,201718,2272,6324,petrochemical_import
Other Petro-based Chemicals,OXO Alcohol,201819,2696,7376,petrochemical_import
Other Petro-based Chemicals,OXO Alcohol,201920,2873,6210,petrochemical_import
Other Petro-based Chemicals,OXO Alcohol,202021,2798,4355,petrochemical_import
Other Petro-based Chemicals,OXO Alcohol,202122,3088,5707,petrochemical_import
Other Petro-based Chemicals,OXO Alcohol,202223,2283,7831,petrochemical_import
Other Petro-based Chemicals,OXO Alcohol,202324,4435,9652,petrochemical_import
Other Petro-based Chemicals,OXO Alcohol,202425,5658,11736,petrochemical_import
Other Petro-based Chemicals,PIB,201516,14367,17322,petrochemical_import
Other Petro-based Chemicals,PIB,201617,16034,16949,petrochemical_import
Other Petro-based Chemicals,PIB,201718,15041,16964,petrochemical_import
Other Petro-based Chemicals,PIB,201819,16287,20089,petrochemical_import
Other Petro-based Chemicals,PIB,201920,16125,19857,petrochemical_import
Other Petro-based Chemicals,PIB,202021,16396,18107,petrochemical_import
Other Petro-based Chemicals,PIB,202122,18485,24889,petrochemical_import
Other Petro-based Chemicals,PIB,202223,19902,33102,petrochemical_import
Other Petro-based Chemicals,PIB,202324,18736,29218,petrochemical_import
Other Petro-based Chemicals,PIB,202425,22681,39241,petrochemical_import
Other Petro-based Chemicals,Phthalic Anhydride,201516,79803,44118,petrochemical_import
Other Petro-based Chemicals,Phthalic Anhydride,201617,92058,53567,petrochemical_import
Other Petro-based Chemicals,Phthalic Anhydride,201718,130440,86282,petrochemical_import
Other Petro-based Chemicals,Phthalic Anhydride,201819,144801,107477,petrochemical_import
Other Petro-based Chemicals,Phthalic Anhydride,201920,174482,110039,petrochemical_import
Other Petro-based Chemicals,Phthalic Anhydride,202021,140781,80887,petrochemical_import
Other Petro-based Chemicals,Phthalic Anhydride,202122,121211,91699,petrochemical_import
Other Petro-based Chemicals,Phthalic Anhydride,202223,94250,88182,petrochemical_import
Other Petro-based Chemicals,Phthalic Anhydride,202324,79821,72552,petrochemical_import
Other Petro-based Chemicals,Phthalic Anhydride,202425,60405,55427,petrochemical_import
Other Petro-based Chemicals,Polyacetal Resin,201516,35212,34173,petrochemical_import
Other Petro-based Chemicals,Polyacetal Resin,201617,37883,37829,petrochemical_import
Other Petro-based Chemicals,Polyacetal Resin,201718,43672,43617,petrochemical_import
Other Petro-based Chemicals,Polyacetal Resin,201819,48759,59046,petrochemical_import
Other Petro-based Chemicals,Polyacetal Resin,201920,47673,53004,petrochemical_import
Other Petro-based Chemicals,Polyacetal Resin,202021,49011,56158,petrochemical_import
Other Petro-based Chemicals,Polyacetal Resin,202122,48878,72046,petrochemical_import
Other Petro-based Chemicals,Polyacetal Resin,202223,61732,121350,petrochemical_import
Other Petro-based Chemicals,Polyacetal Resin,202324,63872,107068,petrochemical_import
Other Petro-based Chemicals,Polyacetal Resin,202425,65700,110403,petrochemical_import
Other Petro-based Chemicals,Polycarbonate,201516,138535,207756,petrochemical_import
Other Petro-based Chemicals,Polycarbonate,201617,138365,204195,petrochemical_import
Other Petro-based Chemicals,Polycarbonate,201718,158944,256209,petrochemical_import
Other Petro-based Chemicals,Polycarbonate,201819,190435,369272,petrochemical_import
Other Petro-based Chemicals,Polycarbonate,201920,175692,263317,petrochemical_import
Other Petro-based Chemicals,Polycarbonate,202021,179111,267899,petrochemical_import
Other Petro-based Chemicals,Polycarbonate,202122,211794,475954,petrochemical_import
Other Petro-based Chemicals,Polycarbonate,202223,224233,503033,petrochemical_import
Other Petro-based Chemicals,Polycarbonate,202324,280334,506948,petrochemical_import
Other Petro-based Chemicals,Polycarbonate,202425,324811,554508,petrochemical_import
Other Petro-based Chemicals,Polyol,201516,186239,243011,petrochemical_import
Other Petro-based Chemicals,Polyol,201617,175766,225387,petrochemical_import
Other Petro-based Chemicals,Polyol,201718,218541,281622,petrochemical_import
Other Petro-based Chemicals,Polyol,201819,248491,350672,petrochemical_import
Other Petro-based Chemicals,Polyol,201920,239755,330380,petrochemical_import
Other Petro-based Chemicals,Polyol,202021,169499,228580,petrochemical_import
Other Petro-based Chemicals,Polyol,202122,174008,352016,petrochemical_import
Other Petro-based Chemicals,Polyol,202223,0,0,petrochemical_import
Other Petro-based Chemicals,Polyol,202324,0,0,petrochemical_import
Other Petro-based Chemicals,Polyol,202425,0,0,petrochemical_import
Other Petro-based Chemicals,Polyvinyl Acetate Resin,201516,3209,5941,petrochemical_import
Other Petro-based Chemicals,Polyvinyl Acetate Resin,201617,3043,3829,petrochemical_import
Other Petro-based Chemicals,Polyvinyl Acetate Resin,201718,3448,5059,petrochemical_import
Other Petro-based Chemicals,Polyvinyl Acetate Resin,201819,2713,3894,petrochemical_import
Other Petro-based Chemicals,Polyvinyl Acetate Resin,201920,3578,4955,petrochemical_import
Other Petro-based Chemicals,Polyvinyl Acetate Resin,202021,3818,4871,petrochemical_import
Other Petro-based Chemicals,Polyvinyl Acetate Resin,202122,4451,7998,petrochemical_import
Other Petro-based Chemicals,Polyvinyl Acetate Resin,202223,5402,11596,petrochemical_import
Other Petro-based Chemicals,Polyvinyl Acetate Resin,202324,2218,4788,petrochemical_import
Other Petro-based Chemicals,Polyvinyl Acetate Resin,202425,2895,4645,petrochemical_import
Other Petro-based Chemicals,Propylene Glycol,201516,54045,46881,petrochemical_import
Other Petro-based Chemicals,Propylene Glycol,201617,51339,39956,petrochemical_import
Other Petro-based Chemicals,Propylene Glycol,201718,57333,49579,petrochemical_import
Other Petro-based Chemicals,Propylene Glycol,201819,66498,69089,petrochemical_import
Other Petro-based Chemicals,Propylene Glycol,201920,67372,54615,petrochemical_import
Other Petro-based Chemicals,Propylene Glycol,202021,59532,55321,petrochemical_import
Other Petro-based Chemicals,Propylene Glycol,202122,62175,129778,petrochemical_import
Other Petro-based Chemicals,Propylene Glycol,202223,69814,105480,petrochemical_import
Other Petro-based Chemicals,Propylene Glycol,202324,82296,87130,petrochemical_import
Other Petro-based Chemicals,Propylene Glycol,202425,89922,92752,petrochemical_import
Other Petro-based Chemicals,Propylene Oxide,201516,25552,25697,petrochemical_import
Other Petro-based Chemicals,Propylene Oxide,201617,23064,21699,petrochemical_import
Other Petro-based Chemicals,Propylene Oxide,201718,23446,23594,petrochemical_import
Other Petro-based Chemicals,Propylene Oxide,201819,26800,30694,petrochemical_import
Other Petro-based Chemicals,Propylene Oxide,201920,20160,20127,petrochemical_import
Other Petro-based Chemicals,Propylene Oxide,202021,17361,22038,petrochemical_import
Other Petro-based Chemicals,Propylene Oxide,202122,20504,32293,petrochemical_import
Other Petro-based Chemicals,Propylene Oxide,202223,24821,34135,petrochemical_import
Other Petro-based Chemicals,Propylene Oxide,202324,28267,33184,petrochemical_import
Other Petro-based Chemicals,Propylene Oxide,202425,41565,49251,petrochemical_import
Other Petro-based Chemicals,Styrene,201516,717696,516539,petrochemical_import
Other Petro-based Chemicals,Styrene,201617,729627,557571,petrochemical_import
Other Petro-based Chemicals,Styrene,201718,789273,654655,petrochemical_import
Other Petro-based Chemicals,Styrene,201819,817779,744118,petrochemical_import
Other Petro-based Chemicals,Styrene,201920,876922,610879,petrochemical_import
Other Petro-based Chemicals,Styrene,202021,738149,459419,petrochemical_import
Other Petro-based Chemicals,Styrene,202122,888499,799875,petrochemical_import
Other Petro-based Chemicals,Styrene,202223,1093429,1015028,petrochemical_import
Other Petro-based Chemicals,Styrene,202324,1064752,931586,petrochemical_import
Other Petro-based Chemicals,Styrene,202425,1136773,1110463,petrochemical_import
Other Petro-based Chemicals,Unsaturated Poleyster Resin,201516,30303,36568,petrochemical_import
Other Petro-based Chemicals,Unsaturated Poleyster Resin,201617,39975,42255,petrochemical_import
Other Petro-based Chemicals,Unsaturated Poleyster Resin,201718,49888,53751,petrochemical_import
Other Petro-based Chemicals,Unsaturated Poleyster Resin,201819,42954,59992,petrochemical_import
Other Petro-based Chemicals,Unsaturated Poleyster Resin,201920,48616,58735,petrochemical_import
Other Petro-based Chemicals,Unsaturated Poleyster Resin,202021,49482,58712,petrochemical_import
Other Petro-based Chemicals,Unsaturated Poleyster Resin,202122,48099,98713,petrochemical_import
Other Petro-based Chemicals,Unsaturated Poleyster Resin,202223,54046,114548,petrochemical_import
Other Petro-based Chemicals,Unsaturated Poleyster Resin,202324,69758,107589,petrochemical_import
Other Petro-based Chemicals,Unsaturated Poleyster Resin,202425,69648,107180,petrochemical_import
Other Petro-based Chemicals,Vinyl Acetate Monomer,201516,141649,88260,petrochemical_import
Other Petro-based Chemicals,Vinyl Acetate Monomer,201617,162004,87159,petrochemical_import
Other Petro-based Chemicals,Vinyl Acetate Monomer,201718,184964,117193,petrochemical_import
Other Petro-based Chemicals,Vinyl Acetate Monomer,201819,171353,135851,petrochemical_import
