category,product,fiscal_year,quantity,value,metric_type
Other Petro-based Chemicals,Cellulose Acetate Sheet,201617,85,178,petrochemical_export
Other Petro-based Chemicals,Cellulose Acetate Sheet,201718,59,145,petrochemical_export
Other Petro-based Chemicals,Cellulose Acetate Sheet,201819,22,79,petrochemical_export
Other Petro-based Chemicals,Cellulose Acetate Sheet,201920,33,106,petrochemical_export
Other Petro-based Chemicals,Cellulose Acetate Sheet,202021,25,102,petrochemical_export
Other Petro-based Chemicals,Cellulose Acetate Sheet,202122,13,39,petrochemical_export
Other Petro-based Chemicals,Cellulose Acetate Sheet,202223,4,15,petrochemical_export
Other Petro-based Chemicals,Cellulose Acetate Sheet,202324,1,7,petrochemical_export
Other Petro-based Chemicals,Cellulose Acetate Sheet,202425,1,4,petrochemical_export
Other Petro-based Chemicals,Cellulose Nitrate Sheet,201516,3,5,petrochemical_export
Other Petro-based Chemicals,Cellulose Nitrate Sheet,201617,19,14,petrochemical_export
Other Petro-based Chemicals,Cellulose Nitrate Sheet,201718,2,5,petrochemical_export
Other Petro-based Chemicals,Cellulose Nitrate Sheet,201819,7,24,petrochemical_export
Other Petro-based Chemicals,Cellulose Nitrate Sheet,201920,5,9,petrochemical_export
Other Petro-based Chemicals,Cellulose Nitrate Sheet,202021,4,31,petrochemical_export
Other Petro-based Chemicals,Cellulose Nitrate Sheet,202122,2,13,petrochemical_export
Other Petro-based Chemicals,Cellulose Nitrate Sheet,202223,2,11,petrochemical_export
Other Petro-based Chemicals,Cellulose Nitrate Sheet,202324,1,3,petrochemical_export
Other Petro-based Chemicals,Cellulose Nitrate Sheet,202425,5,11,petrochemical_export
Other Petro-based Chemicals,Epichlohydrine,201516,28,33,petrochemical_export
Other Petro-based Chemicals,Epichlohydrine,201617,54,55,petrochemical_export
Other Petro-based Chemicals,Epichlohydrine,201718,49,76,petrochemical_export
Other Petro-based Chemicals,Epichlohydrine,201819,48,90,petrochemical_export
Other Petro-based Chemicals,Epichlohydrine,201920,106,183,petrochemical_export
Other Petro-based Chemicals,Epichlohydrine,202021,58,306,petrochemical_export
Other Petro-based Chemicals,Epichlohydrine,202122,28,275,petrochemical_export
Other Petro-based Chemicals,Epichlohydrine,202223,5248,10478,petrochemical_export
Other Petro-based Chemicals,Epichlohydrine,202324,7201,8143,petrochemical_export
Other Petro-based Chemicals,Epichlohydrine,202425,11880,13205,petrochemical_export
Other Petro-based Chemicals,Ethylene Dichloride,201516,15839,3103,petrochemical_export
Other Petro-based Chemicals,Ethylene Dichloride,201617,16,8,petrochemical_export
Other Petro-based Chemicals,Ethylene Dichloride,201718,44861,6510,petrochemical_export
Other Petro-based Chemicals,Ethylene Dichloride,201819,19181,4478,petrochemical_export
Other Petro-based Chemicals,Ethylene Dichloride,201920,80857,20134,petrochemical_export
Other Petro-based Chemicals,Ethylene Dichloride,202021,37412,8605,petrochemical_export
Other Petro-based Chemicals,Ethylene Dichloride,202122,5902,3221,petrochemical_export
Other Petro-based Chemicals,Ethylene Dichloride,202223,450,358,petrochemical_export
Other Petro-based Chemicals,Ethylene Dichloride,202324,117,125,petrochemical_export
Other Petro-based Chemicals,Ethylene Dichloride,202425,134,90,petrochemical_export
Other Petro-based Chemicals,ISO butylene,201516,28,249,petrochemical_export
Other Petro-based Chemicals,ISO butylene,201617,1,3,petrochemical_export
Other Petro-based Chemicals,ISO butylene,201718,0,2,petrochemical_export
Other Petro-based Chemicals,ISO butylene,201819,0,1,petrochemical_export
Other Petro-based Chemicals,ISO butylene,201920,18085,9028,petrochemical_export
Other Petro-based Chemicals,ISO butylene,202021,6048,2593,petrochemical_export
Other Petro-based Chemicals,ISO butylene,202122,18588,12966,petrochemical_export
Other Petro-based Chemicals,ISO butylene,202223,14076,12958,petrochemical_export
Other Petro-based Chemicals,ISO butylene,202324,16763,15508,petrochemical_export
Other Petro-based Chemicals,ISO butylene,202425,1995,1929,petrochemical_export
Other Petro-based Chemicals,Isopropanol,201516,3716,2805,petrochemical_export
Other Petro-based Chemicals,Isopropanol,201617,7385,5106,petrochemical_export
Other Petro-based Chemicals,Isopropanol,201718,11004,7850,petrochemical_export
Other Petro-based Chemicals,Isopropanol,201819,6281,5336,petrochemical_export
Other Petro-based Chemicals,Isopropanol,201920,10442,7773,petrochemical_export
Other Petro-based Chemicals,Isopropanol,202021,8298,9567,petrochemical_export
Other Petro-based Chemicals,Isopropanol,202122,11100,11539,petrochemical_export
Other Petro-based Chemicals,Isopropanol,202223,10780,11247,petrochemical_export
Other Petro-based Chemicals,Isopropanol,202324,7706,9224,petrochemical_export
Other Petro-based Chemicals,Isopropanol,202425,9225,14212,petrochemical_export
Other Petro-based Chemicals,Melamine Moulding Powder,201516,7993,2541,petrochemical_export
Other Petro-based Chemicals,Melamine Moulding Powder,201617,10124,3072,petrochemical_export
Other Petro-based Chemicals,Melamine Moulding Powder,201718,14754,3747,petrochemical_export
Other Petro-based Chemicals,Melamine Moulding Powder,201819,16578,4758,petrochemical_export
Other Petro-based Chemicals,Melamine Moulding Powder,201920,21691,6495,petrochemical_export
Other Petro-based Chemicals,Melamine Moulding Powder,202021,21800,6695,petrochemical_export
Other Petro-based Chemicals,Melamine Moulding Powder,202122,32531,11571,petrochemical_export
Other Petro-based Chemicals,Melamine Moulding Powder,202223,42319,17085,petrochemical_export
Other Petro-based Chemicals,Melamine Moulding Powder,202324,53985,21947,petrochemical_export
Other Petro-based Chemicals,Melamine Moulding Powder,202425,61865,19302,petrochemical_export
Other Petro-based Chemicals,Metaxylene,201516,46,140,petrochemical_export
Other Petro-based Chemicals,Metaxylene,201617,64,217,petrochemical_export
Other Petro-based Chemicals,Metaxylene,201718,4,263,petrochemical_export
Other Petro-based Chemicals,Metaxylene,201819,15,282,petrochemical_export
Other Petro-based Chemicals,Metaxylene,201920,35,587,petrochemical_export
Other Petro-based Chemicals,Metaxylene,202021,18,857,petrochemical_export
Other Petro-based Chemicals,Metaxylene,202122,20,676,petrochemical_export
Other Petro-based Chemicals,Metaxylene,202223,41,711,petrochemical_export
Other Petro-based Chemicals,Metaxylene,202324,9,452,petrochemical_export
Other Petro-based Chemicals,Metaxylene,202425,10331,9334,petrochemical_export
Other Petro-based Chemicals,Methyl Isobutyl Ketone,201516,287,266,petrochemical_export
Other Petro-based Chemicals,Methyl Isobutyl Ketone,201617,918,788,petrochemical_export
Other Petro-based Chemicals,Methyl Isobutyl Ketone,201718,940,878,petrochemical_export
Other Petro-based Chemicals,Methyl Isobutyl Ketone,201819,2038,1817,petrochemical_export
Other Petro-based Chemicals,Methyl Isobutyl Ketone,201920,2165,1525,petrochemical_export
Other Petro-based Chemicals,Methyl Isobutyl Ketone,202021,667,882,petrochemical_export
Other Petro-based Chemicals,Methyl Isobutyl Ketone,202122,1350,2681,petrochemical_export
Other Petro-based Chemicals,Methyl Isobutyl Ketone,202223,809,1271,petrochemical_export
Other Petro-based Chemicals,Methyl Isobutyl Ketone,202324,1652,2412,petrochemical_export
Other Petro-based Chemicals,Methyl Isobutyl Ketone,202425,1206,1851,petrochemical_export
Other Petro-based Chemicals,OXO Alcohol,201516,582,565,petrochemical_export
Other Petro-based Chemicals,OXO Alcohol,201617,1271,731,petrochemical_export
Other Petro-based Chemicals,OXO Alcohol,201718,890,682,petrochemical_export
Other Petro-based Chemicals,OXO Alcohol,201819,2935,1505,petrochemical_export
Other Petro-based Chemicals,OXO Alcohol,201920,1328,1146,petrochemical_export
Other Petro-based Chemicals,OXO Alcohol,202021,740,2021,petrochemical_export
Other Petro-based Chemicals,OXO Alcohol,202122,988,5590,petrochemical_export
Other Petro-based Chemicals,OXO Alcohol,202223,1293,7097,petrochemical_export
Other Petro-based Chemicals,OXO Alcohol,202324,1293,5882,petrochemical_export
Other Petro-based Chemicals,OXO Alcohol,202425,1149,5588,petrochemical_export
Other Petro-based Chemicals,PIB,201516,6128,7200,petrochemical_export
Other Petro-based Chemicals,PIB,201617,2237,2448,petrochemical_export
Other Petro-based Chemicals,PIB,201718,2620,2711,petrochemical_export
Other Petro-based Chemicals,PIB,201819,4297,4788,petrochemical_export
Other Petro-based Chemicals,PIB,201920,5828,5839,petrochemical_export
Other Petro-based Chemicals,PIB,202021,9729,8097,petrochemical_export
Other Petro-based Chemicals,PIB,202122,6327,7754,petrochemical_export
Other Petro-based Chemicals,PIB,202223,11191,15029,petrochemical_export
Other Petro-based Chemicals,PIB,202324,16147,21298,petrochemical_export
Other Petro-based Chemicals,PIB,202425,12463,17732,petrochemical_export
Other Petro-based Chemicals,Phthalic Anhydride,201516,40448,22378,petrochemical_export
Other Petro-based Chemicals,Phthalic Anhydride,201617,42033,25960,petrochemical_export
Other Petro-based Chemicals,Phthalic Anhydride,201718,37869,25156,petrochemical_export
Other Petro-based Chemicals,Phthalic Anhydride,201819,26495,18956,petrochemical_export
Other Petro-based Chemicals,Phthalic Anhydride,201920,28898,17976,petrochemical_export
Other Petro-based Chemicals,Phthalic Anhydride,202021,23296,12668,petrochemical_export
Other Petro-based Chemicals,Phthalic Anhydride,202122,32492,25529,petrochemical_export
Other Petro-based Chemicals,Phthalic Anhydride,202223,20742,20677,petrochemical_export
Other Petro-based Chemicals,Phthalic Anhydride,202324,31074,28547,petrochemical_export
Other Petro-based Chemicals,Phthalic Anhydride,202425,20827,19695,petrochemical_export
Other Petro-based Chemicals,Polyacetal Resin,201516,312,383,petrochemical_export
Other Petro-based Chemicals,Polyacetal Resin,201617,387,439,petrochemical_export
Other Petro-based Chemicals,Polyacetal Resin,201718,141,279,petrochemical_export
Other Petro-based Chemicals,Polyacetal Resin,201819,276,402,petrochemical_export
Other Petro-based Chemicals,Polyacetal Resin,201920,334,540,petrochemical_export
Other Petro-based Chemicals,Polyacetal Resin,202021,590,1081,petrochemical_export
Other Petro-based Chemicals,Polyacetal Resin,202122,1636,3556,petrochemical_export
Other Petro-based Chemicals,Polyacetal Resin,202223,1547,4220,petrochemical_export
Other Petro-based Chemicals,Polyacetal Resin,202324,1749,4679,petrochemical_export
Other Petro-based Chemicals,Polyacetal Resin,202425,725,1808,petrochemical_export
Other Petro-based Chemicals,Polycarbonate,201516,4790,4597,petrochemical_export
Other Petro-based Chemicals,Polycarbonate,201617,3990,3284,petrochemical_export
Other Petro-based Chemicals,Polycarbonate,201718,4926,5370,petrochemical_export
Other Petro-based Chemicals,Polycarbonate,201819,3432,4605,petrochemical_export
Other Petro-based Chemicals,Polycarbonate,201920,3331,3621,petrochemical_export
Other Petro-based Chemicals,Polycarbonate,202021,4447,5685,petrochemical_export
Other Petro-based Chemicals,Polycarbonate,202122,4603,6563,petrochemical_export
Other Petro-based Chemicals,Polycarbonate,202223,2980,6280,petrochemical_export
Other Petro-based Chemicals,Polycarbonate,202324,3257,4833,petrochemical_export
Other Petro-based Chemicals,Polycarbonate,202425,3067,4105,petrochemical_export
Other Petro-based Chemicals,Polyol,201516,21099,26760,petrochemical_export
Other Petro-based Chemicals,Polyol,201617,28458,32760,petrochemical_export
Other Petro-based Chemicals,Polyol,201718,23427,39008,petrochemical_export
Other Petro-based Chemicals,Polyol,201819,22316,43162,petrochemical_export
Other Petro-based Chemicals,Polyol,201920,25825,77010,petrochemical_export
Other Petro-based Chemicals,Polyol,202021,7820,60051,petrochemical_export
Other Petro-based Chemicals,Polyol,202122,13483,40516,petrochemical_export
Other Petro-based Chemicals,Polyol,202223,0,0,petrochemical_export
Other Petro-based Chemicals,Polyol,202324,0,0,petrochemical_export
Other Petro-based Chemicals,Polyol,202425,0,0,petrochemical_export
Other Petro-based Chemicals,Polyvinyl Acetate Resin,201516,11259,11415,petrochemical_export
Other Petro-based Chemicals,Polyvinyl Acetate Resin,201617,8767,8927,petrochemical_export
Other Petro-based Chemicals,Polyvinyl Acetate Resin,201718,6958,6522,petrochemical_export
Other Petro-based Chemicals,Polyvinyl Acetate Resin,201819,8510,8622,petrochemical_export
Other Petro-based Chemicals,Polyvinyl Acetate Resin,201920,9048,7767,petrochemical_export
Other Petro-based Chemicals,Polyvinyl Acetate Resin,202021,8175,7358,petrochemical_export
Other Petro-based Chemicals,Polyvinyl Acetate Resin,202122,9527,15019,petrochemical_export
Other Petro-based Chemicals,Polyvinyl Acetate Resin,202223,9247,18218,petrochemical_export
Other Petro-based Chemicals,Polyvinyl Acetate Resin,202324,11799,18262,petrochemical_export
Other Petro-based Chemicals,Polyvinyl Acetate Resin,202425,14514,21120,petrochemical_export
Other Petro-based Chemicals,Propylene Glycol,201516,531,724,petrochemical_export
Other Petro-based Chemicals,Propylene Glycol,201617,865,1113,petrochemical_export
Other Petro-based Chemicals,Propylene Glycol,201718,1117,1713,petrochemical_export
Other Petro-based Chemicals,Propylene Glycol,201819,1697,2419,petrochemical_export
Other Petro-based Chemicals,Propylene Glycol,201920,5934,6573,petrochemical_export
Other Petro-based Chemicals,Propylene Glycol,202021,3254,3931,petrochemical_export
Other Petro-based Chemicals,Propylene Glycol,202122,1706,5187,petrochemical_export
Other Petro-based Chemicals,Propylene Glycol,202223,3175,7345,petrochemical_export
Other Petro-based Chemicals,Propylene Glycol,202324,5850,7934,petrochemical_export
Other Petro-based Chemicals,Propylene Glycol,202425,2086,5137,petrochemical_export
Other Petro-based Chemicals,Propylene Oxide,201516,0,0,petrochemical_export
Other Petro-based Chemicals,Propylene Oxide,201617,0,1,petrochemical_export
Other Petro-based Chemicals,Propylene Oxide,201718,0,0,petrochemical_export
Other Petro-based Chemicals,Propylene Oxide,201819,0,0,petrochemical_export
Other Petro-based Chemicals,Propylene Oxide,201920,0,1,petrochemical_export
Other Petro-based Chemicals,Propylene Oxide,202021,0,1,petrochemical_export
Other Petro-based Chemicals,Propylene Oxide,202122,0,3,petrochemical_export
Other Petro-based Chemicals,Propylene Oxide,202223,0,1,petrochemical_export
Other Petro-based Chemicals,Propylene Oxide,202324,0,0,petrochemical_export
Other Petro-based Chemicals,Propylene Oxide,202425,0,6,petrochemical_export
Other Petro-based Chemicals,Styrene,201516,793,669,petrochemical_export
Other Petro-based Chemicals,Styrene,201617,5088,4176,petrochemical_export
Other Petro-based Chemicals,Styrene,201718,4524,3842,petrochemical_export
Other Petro-based Chemicals,Styrene,201819,6531,6690,petrochemical_export
Other Petro-based Chemicals,Styrene,201920,4366,3326,petrochemical_export
Other Petro-based Chemicals,Styrene,202021,17361,7081,petrochemical_export
Other Petro-based Chemicals,Styrene,202122,41340,42223,petrochemical_export
Other Petro-based Chemicals,Styrene,202223,38041,38529,petrochemical_export
Other Petro-based Chemicals,Styrene,202324,9853,10065,petrochemical_export
Other Petro-based Chemicals,Styrene,202425,21442,21965,petrochemical_export
Other Petro-based Chemicals,Unsaturated Polyster Resin,201516,12112,15025,petrochemical_export
Other Petro-based Chemicals,Unsaturated Polyster Resin,201617,16263,18552,petrochemical_export
Other Petro-based Chemicals,Unsaturated Polyster Resin,201718,14436,18212,petrochemical_export
Other Petro-based Chemicals,Unsaturated Polyster Resin,201819,14667,21668,petrochemical_export
Other Petro-based Chemicals,Unsaturated Polyster Resin,201920,15498,22694,petrochemical_export
Other Petro-based Chemicals,Unsaturated Polyster Resin,202021,17443,27544,petrochemical_export
Other Petro-based Chemicals,Unsaturated Polyster Resin,202122,22071,42671,petrochemical_export
Other Petro-based Chemicals,Unsaturated Polyster Resin,202223,23605,47919,petrochemical_export
Other Petro-based Chemicals,Unsaturated Polyster Resin,202324,28603,43137,petrochemical_export
Other Petro-based Chemicals,Unsaturated Polyster Resin,202425,26081,43977,petrochemical_export
Other Petro-based Chemicals,Vinyl Actate Monomer,201516,1695,1388,petrochemical_export
Other Petro-based Chemicals,Vinyl Actate Monomer,201617,11755,6285,petrochemical_export
Other Petro-based Chemicals,Vinyl Actate Monomer,201718,21261,13220,petrochemical_export
Other Petro-based Chemicals,Vinyl Actate Monomer,201819,8344,6623,petrochemical_export
Other Petro-based Chemicals,Vinyl Actate Monomer,201920,3434,2260,petrochemical_export
Other Petro-based Chemicals,Vinyl Actate Monomer,202021,1834,1231,petrochemical_export
Other Petro-based Chemicals,Vinyl Actate Monomer,202122,4545,6316,petrochemical_export
Other Petro-based Chemicals,Vinyl Actate Monomer,202223,2117,2775,petrochemical_export
Other Petro-based Chemicals,Vinyl Actate Monomer,202324,7743,6225,petrochemical_export
Other Petro-based Chemicals,Vinyl Actate Monomer,202425,13046,10029,petrochemical_export
Other Petro-based Chemicals,Vinyl Chloride Monomer,201516,0,0,petrochemical_export
Other Petro-based Chemicals,Vinyl Chloride Monomer,201617,0,0,petrochemical_export
Other Petro-based Chemicals,Vinyl Chloride Monomer,201718,0,0,petrochemical_export
Other Petro-based Chemicals,Vinyl Chloride Monomer,201819,0,3,petrochemical_export
Other Petro-based Chemicals,Vinyl Chloride Monomer,201920,0,0,petrochemical_export
Other Petro-based Chemicals,Vinyl Chloride Monomer,202021,0,1,petrochemical_export
Other Petro-based Chemicals,Vinyl Chloride Monomer,202122,6,8,petrochemical_export
Other Petro-based Chemicals,Vinyl Chloride Monomer,202223,25,52,petrochemical_export
